  PID  PPID  %CPU    RSS COMM
  789     1   0.0  85488 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  790     1   0.0  25120 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  791     1   0.0 1475920 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  793     1   0.0  26960 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  794     1   0.0 471424 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  795     1   0.0  13120 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
  796     1   0.0  29248 /usr/libexec/triald
  797     1   0.0  48016 /usr/libexec/searchpartyuseragent
  799     1   0.0 121040 /usr/libexec/spotlightknowledged.updater
  801     1   0.0  15552 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
  802     1   0.0  25456 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
  803     1   0.0  20736 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  808     1   0.0  43600 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
  809     1   0.0  90288 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  810     1   0.0  53376 /opt/homebrew/bin/cloudflared
  811     1   0.0  10800 /usr/libexec/AssetCache/AssetCache
  813     1   0.0  59424 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  814     1   0.0  35408 /usr/libexec/networkserviceproxy
  816     1   0.0  36704 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  818     1   0.0  10160 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  820     1   0.0  11152 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  822     1   0.0  19040 /usr/libexec/rtcreportingd
  823     1   0.0  39584 /usr/libexec/studentd
  824     1   0.0   4816 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  825     1   0.0  20704 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  826     1   0.0  17168 /System/Library/CoreServices/ScopedBookmarkAgent
  827     1   0.0  23376 /usr/libexec/avconferenced
  828     1   0.0  55792 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  829     1   0.0  32992 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
  830     1   0.0  20048 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  831     1   0.0   3040 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  832     1   0.0   6048 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
  833     1   0.0   6624 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterHardenedService.xpc/Contents/MacOS/AudioConverterHardenedService
  834     1   0.0   6992 /usr/libexec/SidecarRelay
  835     1   0.0  99248 /usr/libexec/duetexpertd
  836     1   0.0  42224 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
  837     1   0.0   6816 /usr/libexec/assessmentagent
  839     1   0.0  76928 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  840     1   0.0  12272 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  841     1   0.0  89584 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  842     1   0.0  18480 cloudphotod
  843     1   0.0  10592 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  844     1   0.0   9424 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  845     1   0.0  11296 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  846     1   0.0   3616 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  847     1   0.0  16848 /usr/libexec/bluetoothuserd
  848     1   0.0   9424 /System/Library/CoreServices/appplaceholdersyncd
  849     1   0.0  15184 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  850     1   0.0  32288 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  852     1   0.0  15216 /usr/libexec/swtransparencyd
  853     1   0.0  48048 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  854     1   0.0  10800 /usr/libexec/metrickitd
  855     1   0.3  21920 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  856     1   0.0   6832 /usr/libexec/mobilerepaird
  857     1   0.0   8576 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
  858     1   0.0  11440 /usr/libexec/captiveagent
  859     1   0.0  10048 /usr/libexec/countryd
  862     1   0.0   6912 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  869     1   0.0   2896 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  870     1   0.0   5968 /usr/sbin/BTLEServerAgent
  871     1   0.0  12624 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  872     1   0.0  25264 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  873     1   0.0  23728 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
  877     1   0.0  10128 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  879     1   0.0   9456 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
  881     1   0.0   9248 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
  882     1   0.0   9744 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
  883     1   1.3 948032 /Applications/Telegram.app/Contents/MacOS/Telegram
  884     1   0.0   8352 /usr/libexec/MTLAssetUpgraderD
  885     1   0.0  27888 /usr/libexec/swcd
  886     1   0.0   9024 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  887     1   0.0 144752 /usr/sbin/spindump
  888     1   0.0   3216 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  889     1   0.0  15920 /System/Library/CoreServices/SubmitDiagInfo
  890     1   0.0   4816 /usr/libexec/spindump_agent
  891     1   0.0  32864 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  892     1   0.0  10224 /System/Library/Frameworks/FinanceKit.framework/financed
  893     1   0.0  12608 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  894     1   0.0   9824 /System/Library/CoreServices/pbs
  895     1   0.0  16208 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  896     1   0.0  32800 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
  897     1   0.0  23584 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
  899     1   0.0  80704 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  910   712   0.0 143312 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
  911   712   0.0 141968 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
  913     1   0.0  36448 /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP
  914     1   0.0  39104 /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
  915     1   0.0  13824 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
  916     1   0.0  11888 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  917   712   0.0  87824 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
  918   698   9.2 121840 /Applications/Obsidian.app/Contents/Frameworks/Obsidian Helper.app/Contents/MacOS/Obsidian Helper
  919   698   0.0  52880 /Applications/Obsidian.app/Contents/Frameworks/Obsidian Helper.app/Contents/MacOS/Obsidian Helper
  921     1   0.0  13584 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
  925     1   0.0  10096 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
  926     1   0.0  13136 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
  928     1   0.0   7344 /Applications/Telegram.app/Contents/Helpers/crashpad_handler
  929     1   0.0  10320 /usr/libexec/inputanalyticsd
  930     1   0.0  11392 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  931     1   0.0  25648 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  935     1   0.0 158864 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  949     1   0.0  12512 /usr/libexec/keyboardservicesd
  950     1   0.0   3440 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
  951     1   0.0   3520 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
  963     1   0.0   4528 /usr/sbin/distnoted
  972     1   0.0  41040 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
  976     1   0.0  19568 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
  984     1   0.0   4032 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
  985   712   0.0  33184 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
  987   712   0.0 157872 /Applications/ChatGPT.app/Contents/Resources/codex
  989     1   0.0   4848 /usr/sbin/distnoted
  991     1   0.0   4464 /System/Library/PrivateFrameworks/AppleDeviceQuerySupport.framework/Versions/A/XPCServices/AppleDeviceQueryService.xpc/Contents/MacOS/AppleDeviceQueryService
  992     1   0.0  11248 /usr/libexec/nfcd
  993     1   0.0   5088 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  995     1   0.0   4848 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  996     1   0.0   2864 /usr/sbin/distnoted
  997     1   0.0 102544 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  998     1   0.0  20992 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  999     1   0.0  49744 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
 1000     1   0.0   9552 /usr/libexec/gamecontrolleragentd
 1001     1   0.0   8688 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1003   712   0.0 581440 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 1010     1   0.0  11840 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1011     1   0.0  54624 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1012     1   0.0  70784 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1013     1   0.0   7024 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
 1016     1   0.0  10896 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1017     1   0.0  20544 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
 1018     1   0.0  14272 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
 1019     1   0.0  15136 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
 1020     1   0.0  33840 /System/Library/Frameworks/Translation.framework/translationd
 1021     1   0.0  15648 /usr/libexec/textunderstandingd
 1022     1   0.0   2432 /usr/bin/ssh-agent
 1023     1   0.0  20528 /usr/libexec/milod
 1024     1   0.0  10976 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 1026     1   0.0  11760 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1027     1   0.0   8288 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1034     1   0.0   8832 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
 1035     1   0.0  13648 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1036     1   0.0   7184 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceAFU.xpc/Contents/MacOS/UARPUpdaterServiceAFU
 1037     1   0.0  10864 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
 1038     1   0.0  10336 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
 1039     1   0.0   9456 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
 1040     1   0.0  13152 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
 1041     1   0.0   6000 /usr/sbin/distnoted
 1043     1   0.0  72480 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
 1044     1   0.0  17360 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
 1047     1   0.0   5968 /usr/sbin/distnoted
 1049     1   0.0   8688 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
 1050     1   0.0  12304 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1051     1   0.0  12336 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1052     1   0.0  12384 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1053     1   0.0  10464 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1054     1   0.0  11472 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1055     1   0.0  16592 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
 1056     1   0.0   3552 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1057     1   0.0  27888 /System/Applications/Books.app/Contents/PlugIns/BooksThumbnail.appex/Contents/MacOS/BooksThumbnail
 1058     1   0.0  16160 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
 1060     1   0.0  19232 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
 1061     1   0.0  12384 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
 1062     1   0.0  17584 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
 1063     1   0.0   2624 /System/Library/PrivateFrameworks/FindMyDevice.framework/XPCServices/FindMyDeviceSharedConfigurationXPCService.xpc/Contents/MacOS/FindMyDeviceSharedConfigurationXPCService
 1064     1   0.0   2944 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService
 1065     1   0.0   4080 /usr/libexec/secinitd
 1066     1   0.0  34528 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
 1067     1   0.0   3104 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1068     1   0.0  15392 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
 1069     1   0.0  56848 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
 1070     1   0.0 139728 /System/Library/CoreServices/ReportCrash
 1077     1   0.0   3680 /usr/sbin/cfprefsd
 1079     1   0.0  16000 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
 1082     1   0.0  13216 /usr/libexec/diagnosticextensionsd
 1087     1   0.0   6128 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
 1088     1   0.0  23200 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.privileged.xpc/Contents/MacOS/com.apple.StreamingUnzipService.privileged
 1089     1   0.0   4048 /usr/libexec/secinitd
 1090     1   0.0  11472 /usr/libexec/trustd
 1091     1   0.0  12512 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 1092     1   0.0  14960 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
 1095     1   0.0  17616 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1096     1   0.0  14192 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1099     1   0.0  21264 /usr/libexec/assetsubscriptiond
 1101     1   0.0   9232 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
 1102     1   0.0  15440 /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
 1104     1   0.0   7632 /usr/libexec/sysmond
 1105     1   0.0   3696 /usr/sbin/cfprefsd
 1110     1   0.0  21600 /System/Library/PrivateFrameworks/People.framework/peopled
 1111     1   0.0  20880 /usr/libexec/proactived
 1112     1   1.0 672656 /Applications/Clash Verge.app/Contents/MacOS/clash-verge
 1119     1   0.0   4384 /usr/libexec/containermanagerd
 1124     1   0.6  53568 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1125     1   0.0   6048 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
 1126     1   0.0  18032 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1127     1  27.3 1285008 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1128     1   0.0   7520 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1129     1   0.0   9840 /usr/libexec/trustd
 1130   473   6.7 131520 /Applications/Clash Verge.app/Contents/MacOS/verge-mihomo
 1135     1   0.0  18576 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 1136     1   0.0  12512 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1193     1   0.0  18416 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
 1194     1   0.0  35536 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
 1195     1   0.0   4752 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
 1207     1   0.0  26416 /System/Library/PrivateFrameworks/CallIntelligence.framework/callintelligenced
 1216     1   0.0  15424 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 1237   331   0.0   6752 /usr/sbin/systemstats
 1238     1   0.0  37808 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
 1239     1   0.0  13632 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
 1272     1   0.0   9024 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
 1277   712   0.0  97216 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 1299   712   0.0  99664 /Users/boj/.codex/computer-use/Codex Computer Use.app/Contents/MacOS/SkyComputerUseService
 1373     1   0.0  41056 /System/Library/PrivateFrameworks/HearingCore.framework/heard
 1374     1   0.0  83696 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
 1424     1   0.0   5120 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
 1452     1   0.0   6176 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 1453     1   0.0   4816 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
 1454     1   0.0  13632 /System/Library/CoreServices/diagnostics_agent
 1455     1   0.0   8672 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 1460     1   0.0  54064 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
 1467     1   0.0  66592 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 1468     1   0.0  11872 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
 1469     1   0.0  10256 /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
 1470     1   0.0   5904 /usr/sbin/distnoted
 1471     1   0.0   7344 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
 1629     1   0.0  22288 /usr/libexec/promotedcontentd
 1638     1   0.0   4976 /usr/libexec/fairplaydeviceidentityd
 1640     1   0.0   4032 /usr/libexec/containermanagerd
 1678  1130   0.0      0 <defunct>
 1685     1   0.0   8464 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
 1686     1   0.0  14000 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
 1704     1   0.0 126848 /opt/homebrew/opt/mongodb-community/bin/mongod
 1707     1   0.0  34384 /opt/homebrew/opt/etcd/bin/etcd
 1715     1   0.0   6944 /opt/homebrew/opt/redis/bin/redis-server 127.0.0.1:6379
 1717     1   0.0  35520 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri
 1718     1   0.0  12064 /System/Library/Image Capture/Support/icdd
 1724     1   0.0   2304 /bin/zsh
 1725     1   0.0  10496 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
 1727     1   0.0  17168 /opt/homebrew/opt/postgresql@14/bin/postgres
 1728     1   0.0  13952 /Applications/DeskIn.app/Contents/MacOS/DeskIn_Session_Proxy
 1730     1   0.0  23840 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 1737     1   0.0  78304 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1740     1   0.0   8976 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
